"distrito","departamento","provincia","year","test_number_12-17 años","test_number_18-29 años","test_number_30-59 años","test_number_<12 años","tamizaje_reactivo_12-17 años","tamizaje_reactivo_18-29 años","tamizaje_reactivo_30-59 años","tamizaje_reactivo_<12 años"
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2018",1,23,10,NA,0,0,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2019",NA,1,NA,NA,NA,0,NA,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2020",NA,0,0,NA,NA,0,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2021",3,5,10,NA,0,0,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2022",NA,9,9,NA,NA,0,0,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2012",1,0,0,NA,0,0,0,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2013",1,4,2,NA,0,0,0,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2014",1,2,3,NA,0,0,0,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2016",1,3,2,NA,0,0,0,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2017",NA,6,3,NA,NA,0,0,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2018",NA,NA,7,NA,NA,NA,0,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2020",NA,0,NA,NA,NA,0,NA,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2021",0,1,0,NA,0,0,0,NA
"MONTEVIDEO","AMAZONAS","CHACHAPOYAS","2022",0,1,3,NA,0,0,0,NA
"OLLEROS","AMAZONAS","CHACHAPOYAS","2014",NA,2,NA,NA,NA,0,NA,NA
"OLLEROS","AMAZONAS","CHACHAPOYAS","2015",NA,1,1,NA,NA,0,0,NA
"OLLEROS","AMAZONAS","CHACHAPOYAS","2019",NA,NA,0,NA,NA,NA,0,NA
"OLLEROS","AMAZONAS","CHACHAPOYAS","2021",NA,NA,1,NA,NA,NA,0,NA
"OLLEROS","AMAZONAS","CHACHAPOYAS","2022",NA,3,1,NA,NA,0,0,NA
"QUINJALCA","AMAZONAS","CHACHAPOYAS","2013",0,NA,NA,NA,0,NA,NA,NA
"QUINJALCA","AMAZONAS","CHACHAPOYAS","2014",1,2,2,NA,0,0,0,NA
"QUINJALCA","AMAZONAS","CHACHAPOYAS","2015",NA,2,0,NA,NA,0,0,NA
"QUINJALCA","AMAZONAS","CHACHAPOYAS","2016",NA,1,1,NA,NA,0,0,NA
"QUINJALCA","AMAZONAS","CHACHAPOYAS","2021",NA,0,NA,NA,NA,0,NA,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2011",1,4,3,NA,1,2,2,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2013",0,3,0,NA,1,0,1,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2014",1,3,4,NA,0,0,0,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2015",NA,2,2,NA,NA,0,0,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2016",2,7,4,NA,0,0,0,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2017",3,9,9,NA,0,0,0,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2018",2,6,7,NA,0,0,0,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2019",NA,1,1,NA,NA,0,0,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2021",NA,1,NA,NA,NA,0,NA,NA
"SAN FRANCISCO DE DAGUAS","AMAZONAS","CHACHAPOYAS","2022",NA,1,2,NA,NA,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2012",NA,2,1,NA,NA,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2013",2,6,3,NA,0,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2014",1,8,3,NA,0,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2015",1,6,2,NA,0,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2016",1,8,2,NA,0,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2017",1,4,5,NA,0,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2018",2,5,4,NA,0,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2020",NA,0,NA,NA,NA,0,NA,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2021",NA,0,1,NA,NA,0,0,NA
"SAN ISIDRO DE MAINO","AMAZONAS","CHACHAPOYAS","2022",NA,7,7,NA,NA,0,0,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2012",1,1,NA,NA,0,0,NA,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2013",NA,1,1,NA,NA,0,0,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2014",NA,1,2,NA,NA,0,0,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2015",2,2,2,NA,0,0,0,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2016",NA,4,4,NA,NA,0,0,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2017",NA,2,0,NA,NA,0,0,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2018",NA,2,NA,NA,NA,0,NA,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2021",NA,5,1,NA,NA,0,0,NA
"SOLOCO","AMAZONAS","CHACHAPOYAS","2022",2,2,4,NA,0,0,0,NA
"SONCHE","AMAZONAS","CHACHAPOYAS","2014",NA,1,NA,NA,NA,0,NA,NA
"SONCHE","AMAZONAS","CHACHAPOYAS","2017",1,NA,1,NA,0,NA,0,NA
"SONCHE","AMAZONAS","CHACHAPOYAS","2018",NA,0,NA,NA,NA,0,NA,NA
"SONCHE","AMAZONAS","CHACHAPOYAS","2022",1,5,NA,NA,0,0,NA,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2011",27,108,62,NA,0,0,0,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2012",78,262,143,NA,3,6,1,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2013",43,172,91,NA,4,8,2,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2014",33,131,58,NA,1,3,0,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2015",42,208,89,NA,4,4,4,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2016",130,412,167,NA,2,8,1,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2017",142,523,172,NA,0,4,2,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2018",170,615,281,NA,1,5,4,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2019",30,56,27,NA,0,0,0,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2020",147,460,204,NA,0,3,0,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2021",177,677,288,NA,0,3,1,NA
"EL CENEPA","AMAZONAS","CONDORCANQUI","2022",186,625,273,NA,1,3,5,NA
"NIEVA","AMAZONAS","CONDORCANQUI","2011",52,157,74,NA,0,0,0,NA
"NIEVA","AMAZONAS","CONDORCANQUI","2012",160,519,244,1,7,10,11,0
"NIEVA","AMAZONAS","CONDORCANQUI","2013",167,505,185,NA,4,21,8,NA
"NIEVA","AMAZONAS","CONDORCANQUI","2014",181,621,253,NA,7,21,9,NA
"NIEVA","AMAZONAS","CONDORCANQUI","2015",218,683,290,NA,9,27,10,NA
"NIEVA","AMAZONAS","CONDORCANQUI","2016",236,757,329,0,4,29,7,0
"NIEVA","AMAZONAS","CONDORCANQUI","2017",334,989,419,NA,3,12,2,NA
"NIEVA","AMAZONAS","CONDORCANQUI","2018",384,1184,510,1,4,18,10,0
"NIEVA","AMAZONAS","CONDORCANQUI","2019",0,4,2,NA,0,0,0,NA
"NIEVA","AMAZONAS","CONDORCANQUI","2020",94,340,133,1,0,8,1,0
"NIEVA","AMAZONAS","CONDORCANQUI","2021",380,1131,569,NA,3,7,3,NA
"NIEVA","AMAZONAS","CONDORCANQUI","2022",422,1422,665,2,6,14,19,0
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2011",16,49,24,1,0,0,0,0
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2012",109,354,198,NA,0,2,0,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2013",65,282,135,NA,0,2,2,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2014",69,274,118,NA,1,4,0,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2015",99,336,146,NA,1,3,0,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2016",137,578,230,NA,1,6,3,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2017",195,723,353,1,1,5,0,0
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2018",234,788,433,NA,0,3,2,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2019",38,204,82,NA,0,0,0,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2020",52,221,98,NA,0,1,0,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2021",140,545,291,NA,0,6,3,NA
"RIO SANTIAGO","AMAZONAS","CONDORCANQUI","2022",160,659,378,1,0,5,3,0
"CAMPORREDONDO","AMAZONAS","LUYA","2011",NA,4,1,NA,NA,0,0,NA
"CAMPORREDONDO","AMAZONAS","LUYA","2015",0,2,6,NA,0,0,0,NA
"CAMPORREDONDO","AMAZONAS","LUYA","2016",2,32,21,NA,0,0,0,NA
"CAMPORREDONDO","AMAZONAS","LUYA","2017",7,30,21,1,0,0,0,0
"CAMPORREDONDO","AMAZONAS","LUYA","2018",8,39,24,NA,0,1,0,NA
"CAMPORREDONDO","AMAZONAS","LUYA","2019",6,13,10,NA,0,0,0,NA
"CAMPORREDONDO","AMAZONAS","LUYA","2020",2,15,7,NA,0,0,0,NA
"CAMPORREDONDO","AMAZONAS","LUYA","2021",12,31,25,NA,0,0,0,NA
"CAMPORREDONDO","AMAZONAS","LUYA","2022",19,52,30,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2012",NA,7,1,NA,NA,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2013",4,3,6,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2014",7,37,15,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2015",6,47,25,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2016",12,49,48,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2017",7,31,34,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2018",12,31,24,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2019",4,3,5,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2020",6,17,11,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2021",6,23,12,NA,0,0,0,NA
"COCABAMBA","AMAZONAS","LUYA","2022",5,25,8,NA,0,0,0,NA
"COLCAMAR","AMAZONAS","LUYA","2011",3,5,2,NA,0,0,0,NA
"COLCAMAR","AMAZONAS","LUYA","2012",2,11,4,NA,0,0,1,NA
"COLCAMAR","AMAZONAS","LUYA","2013",1,13,7,NA,0,1,0,NA
"COLCAMAR","AMAZONAS","LUYA","2014",1,2,5,NA,0,0,0,NA
"COLCAMAR","AMAZONAS","LUYA","2015",4,9,5,NA,0,0,0,NA
"COLCAMAR","AMAZONAS","LUYA","2016",2,14,7,NA,0,0,0,NA
"COLCAMAR","AMAZONAS","LUYA","2017",1,9,12,NA,0,1,0,NA
"COLCAMAR","AMAZONAS","LUYA","2018",6,14,9,NA,0,0,0,NA
"COLCAMAR","AMAZONAS","LUYA","2020",NA,0,0,NA,NA,0,0,NA
"COLCAMAR","AMAZONAS","LUYA","2021",0,12,8,NA,0,0,0,NA
"COLCAMAR","AMAZONAS","LUYA","2022",4,10,7,NA,0,0,0,NA
"CONILA","AMAZONAS","LUYA","2011",NA,NA,1,NA,NA,NA,0,NA
"CONILA","AMAZONAS","LUYA","2015",NA,0,0,NA,NA,0,0,NA
"CONILA","AMAZONAS","LUYA","2016",3,3,4,NA,0,0,0,NA
"CONILA","AMAZONAS","LUYA","2017",1,7,5,NA,0,0,0,NA
"CONILA","AMAZONAS","LUYA","2018",6,10,11,NA,0,0,0,NA
"CONILA","AMAZONAS","LUYA","2019",NA,2,1,NA,NA,0,0,NA
"CONILA","AMAZONAS","LUYA","2020",NA,3,1,NA,NA,0,0,NA
"CONILA","AMAZONAS","LUYA","2021",1,7,4,NA,0,0,0,NA
"CONILA","AMAZONAS","LUYA","2022",5,20,11,NA,0,0,0,NA
"INGUILPATA","AMAZONAS","LUYA","2012",NA,2,NA,NA,NA,0,NA,NA
"INGUILPATA","AMAZONAS","LUYA","2018",NA,1,NA,NA,NA,0,NA,NA
"INGUILPATA","AMAZONAS","LUYA","2020",1,0,NA,NA,0,0,NA,NA
"INGUILPATA","AMAZONAS","LUYA","2021",NA,1,1,NA,NA,0,0,NA
"INGUILPATA","AMAZONAS","LUYA","2022",1,1,NA,NA,0,0,NA,NA
"LAMUD","AMAZONAS","LUYA","2011",4,22,17,NA,0,0,0,NA
"LAMUD","AMAZONAS","LUYA","2012",6,46,13,NA,0,1,0,NA
"LAMUD","AMAZONAS","LUYA","2013",9,40,25,NA,0,0,0,NA
"LAMUD","AMAZONAS","LUYA","2014",13,47,36,NA,0,0,2,NA
"LAMUD","AMAZONAS","LUYA","2015",6,44,35,NA,0,0,2,NA
"LAMUD","AMAZONAS","LUYA","2016",12,51,24,NA,0,0,0,NA
"LAMUD","AMAZONAS","LUYA","2017",14,86,40,NA,0,0,0,NA
"LAMUD","AMAZONAS","LUYA","2018",11,54,43,NA,0,0,0,NA
"LAMUD","AMAZONAS","LUYA","2019",0,11,9,NA,0,0,0,NA
"LAMUD","AMAZONAS","LUYA","2020",0,12,19,NA,0,0,0,NA
"LAMUD","AMAZONAS","LUYA","2021",0,6,3,NA,0,0,0,NA
"LAMUD","AMAZONAS","LUYA","2022",5,25,17,NA,0,0,0,NA
"LONGUITA","AMAZONAS","LUYA","2011",NA,2,NA,NA,NA,0,NA,NA
"LONGUITA","AMAZONAS","LUYA","2013",1,6,5,NA,0,0,0,NA
"LONGUITA","AMAZONAS","LUYA","2014",NA,4,NA,NA,NA,0,NA,NA
"LONGUITA","AMAZONAS","LUYA","2015",NA,3,NA,NA,NA,0,NA,NA
"LONGUITA","AMAZONAS","LUYA","2016",NA,10,9,NA,NA,0,0,NA
"LONGUITA","AMAZONAS","LUYA","2017",NA,9,10,NA,NA,0,0,NA
"LONGUITA","AMAZONAS","LUYA","2018",1,5,8,NA,0,0,0,NA
"LONGUITA","AMAZONAS","LUYA","2019",NA,2,NA,NA,NA,0,NA,NA
"LONGUITA","AMAZONAS","LUYA","2021",2,7,3,NA,0,0,0,NA
"LONGUITA","AMAZONAS","LUYA","2022",1,5,8,NA,0,0,0,NA
"LONYA CHICO","AMAZONAS","LUYA","2011",NA,NA,2,NA,NA,NA,0,NA
"LONYA CHICO","AMAZONAS","LUYA","2012",NA,NA,1,NA,NA,NA,0,NA
"LONYA CHICO","AMAZONAS","LUYA","2014",NA,NA,0,NA,NA,NA,0,NA
"LONYA CHICO","AMAZONAS","LUYA","2016",NA,0,NA,NA,NA,0,NA,NA
"LONYA CHICO","AMAZONAS","LUYA","2017",NA,5,2,NA,NA,0,0,NA
"LONYA CHICO","AMAZONAS","LUYA","2018",NA,NA,0,NA,NA,NA,0,NA
"LONYA CHICO","AMAZONAS","LUYA","2020",0,NA,NA,NA,0,NA,NA,NA
"LONYA CHICO","AMAZONAS","LUYA","2021",NA,2,2,NA,NA,0,0,NA
"LONYA CHICO","AMAZONAS","LUYA","2022",2,5,7,NA,0,0,0,NA
"LUYA","AMAZONAS","LUYA","2011",4,29,18,NA,0,0,0,NA
"LUYA","AMAZONAS","LUYA","2012",NA,7,1,NA,NA,0,0,NA
"LUYA","AMAZONAS","LUYA","2013",8,43,26,NA,0,0,0,NA
"LUYA","AMAZONAS","LUYA","2014",17,91,43,NA,0,0,0,NA
"LUYA","AMAZONAS","LUYA","2015",13,95,70,NA,0,1,0,NA
"LUYA","AMAZONAS","LUYA","2016",19,86,72,NA,0,0,0,NA
"LUYA","AMAZONAS","LUYA","2017",27,92,71,NA,0,0,0,NA
"LUYA","AMAZONAS","LUYA","2018",16,70,61,NA,0,0,0,NA
"LUYA","AMAZONAS","LUYA","2019",NA,1,2,NA,NA,0,0,NA
"LUYA","AMAZONAS","LUYA","2020",NA,0,0,NA,NA,0,0,NA
"LUYA","AMAZONAS","LUYA","2021",6,10,12,NA,0,0,0,NA
"LUYA","AMAZONAS","LUYA","2022",8,23,17,NA,0,0,0,NA
"LUYA VIEJO","AMAZONAS","LUYA","2011",1,0,0,NA,0,0,0,NA
"LUYA VIEJO","AMAZONAS","LUYA","2012",0,0,NA,NA,0,0,NA,NA
"LUYA VIEJO","AMAZONAS","LUYA","2013",NA,NA,0,NA,NA,NA,0,NA
"LUYA VIEJO","AMAZONAS","LUYA","2015",4,4,1,NA,0,0,0,NA
"LUYA VIEJO","AMAZONAS","LUYA","2016",1,5,4,NA,0,0,0,NA
"LUYA VIEJO","AMAZONAS","LUYA","2020",NA,NA,0,NA,NA,NA,0,NA
"LUYA VIEJO","AMAZONAS","LUYA","2021",NA,1,1,NA,NA,0,0,NA
"LUYA VIEJO","AMAZONAS","LUYA","2022",6,7,3,NA,0,0,0,NA
"MARIA","AMAZONAS","LUYA","2011",NA,1,1,NA,NA,1,1,NA
"MARIA","AMAZONAS","LUYA","2013",2,1,0,NA,0,0,0,NA
"MARIA","AMAZONAS","LUYA","2014",2,12,6,NA,0,0,0,NA
"MARIA","AMAZONAS","LUYA","2015",2,16,8,NA,0,0,0,NA
"MARIA","AMAZONAS","LUYA","2016",1,14,5,NA,0,0,0,NA
"MARIA","AMAZONAS","LUYA","2017",5,12,9,NA,0,0,0,NA
"MARIA","AMAZONAS","LUYA","2019",NA,1,NA,NA,NA,0,NA,NA
"MARIA","AMAZONAS","LUYA","2021",4,7,5,NA,0,0,0,NA
"MARIA","AMAZONAS","LUYA","2022",NA,2,15,NA,NA,0,0,NA
"OCALLI","AMAZONAS","LUYA","2012",NA,3,1,NA,NA,0,0,NA
"OCALLI","AMAZONAS","LUYA","2013",NA,1,2,NA,NA,0,0,NA
"OCALLI","AMAZONAS","LUYA","2014",1,4,5,NA,0,0,0,NA
"OCALLI","AMAZONAS","LUYA","2015",0,1,1,NA,0,0,0,NA
"OCALLI","AMAZONAS","LUYA","2016",0,4,5,NA,0,0,0,NA
"OCALLI","AMAZONAS","LUYA","2017",6,10,15,NA,0,0,0,NA
"OCALLI","AMAZONAS","LUYA","2018",7,28,15,NA,0,1,0,NA
"OCALLI","AMAZONAS","LUYA","2019",0,NA,NA,NA,0,NA,NA,NA
"OCALLI","AMAZONAS","LUYA","2020",0,2,NA,NA,0,0,NA,NA
"OCALLI","AMAZONAS","LUYA","2021",4,14,7,NA,0,0,0,NA
"OCALLI","AMAZONAS","LUYA","2022",7,28,30,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2012",NA,2,3,NA,NA,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2013",0,7,6,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2014",0,7,6,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2015",2,4,2,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2016",6,17,12,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2017",6,25,26,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2018",6,27,8,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2019",0,1,1,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2020",NA,3,NA,NA,NA,0,NA,NA
"OCUMAL","AMAZONAS","LUYA","2021",2,13,13,NA,0,0,0,NA
"OCUMAL","AMAZONAS","LUYA","2022",11,46,42,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2011",NA,NA,1,NA,NA,NA,0,NA
"PISUQUIA","AMAZONAS","LUYA","2012",2,NA,NA,NA,0,NA,NA,NA
"PISUQUIA","AMAZONAS","LUYA","2013",1,5,0,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2014",3,4,11,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2015",6,31,24,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2016",9,34,19,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2017",20,37,35,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2018",13,60,35,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2019",0,1,NA,NA,0,0,NA,NA
"PISUQUIA","AMAZONAS","LUYA","2020",2,3,4,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2021",3,17,12,NA,0,0,0,NA
"PISUQUIA","AMAZONAS","LUYA","2022",10,43,41,NA,0,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2013",NA,2,0,NA,NA,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2014",0,3,4,NA,0,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2015",NA,4,3,NA,NA,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2016",0,7,5,NA,0,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2017",3,15,8,NA,0,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2018",5,9,14,NA,0,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2019",1,2,0,NA,0,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2020",0,1,0,NA,0,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2021",NA,8,6,NA,NA,0,0,NA
"PROVIDENCIA","AMAZONAS","LUYA","2022",3,16,18,NA,0,0,0,NA
"SAN CRISTOBAL","AMAZONAS","LUYA","2017",NA,1,1,NA,NA,0,0,NA
"SAN CRISTOBAL","AMAZONAS","LUYA","2020",NA,1,NA,NA,NA,0,NA,NA
"SAN CRISTOBAL","AMAZONAS","LUYA","2022",NA,5,2,NA,NA,0,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2013",NA,4,1,NA,NA,0,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2014",NA,2,NA,NA,NA,0,NA,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2015",NA,13,2,NA,NA,0,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2016",NA,11,6,NA,NA,0,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2017",3,4,3,NA,0,0,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2018",NA,5,2,NA,NA,0,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2019",NA,NA,2,NA,NA,NA,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2020",NA,2,2,NA,NA,0,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2021",0,4,1,NA,0,0,0,NA
"SAN FRANCISCO DE YESO","AMAZONAS","LUYA","2022",NA,1,1,NA,NA,0,0,NA
"SAN JERONIMO","AMAZONAS","LUYA","2011",NA,0,0,NA,NA,0,0,NA
"SAN JERONIMO","AMAZONAS","LUYA","2017",NA,NA,1,NA,NA,NA,0,NA
"SAN JERONIMO","AMAZONAS","LUYA","2022",0,3,3,NA,0,0,0,NA
"SAN JUAN DE LOPECANCHA","AMAZONAS","LUYA","2016",0,NA,NA,NA,0,NA,NA,NA
"SAN JUAN DE LOPECANCHA","AMAZONAS","LUYA","2017",NA,4,2,NA,NA,0,0,NA
"SAN JUAN DE LOPECANCHA","AMAZONAS","LUYA","2018",1,3,1,NA,0,0,0,NA
"SAN JUAN DE LOPECANCHA","AMAZONAS","LUYA","2021",NA,1,1,NA,NA,0,0,NA
"SAN JUAN DE LOPECANCHA","AMAZONAS","LUYA","2022",NA,1,1,NA,NA,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2011",5,14,5,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2012",2,14,5,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2013",11,28,12,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2014",13,23,8,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2015",16,26,17,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2016",10,36,17,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2017",11,54,23,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2018",11,40,14,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2020",0,NA,NA,NA,0,NA,NA,NA
"SANTA CATALINA","AMAZONAS","LUYA","2021",7,12,16,NA,0,0,0,NA
"SANTA CATALINA","AMAZONAS","LUYA","2022",9,25,29,NA,0,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2011",3,9,5,NA,2,4,3,NA
"SANTO TOMAS","AMAZONAS","LUYA","2012",5,25,10,NA,0,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2013",10,19,9,NA,0,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2014",1,19,11,NA,0,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2015",5,35,15,NA,0,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2016",10,33,24,NA,0,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2017",5,29,8,NA,0,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2018",6,19,16,NA,0,0,1,NA
"SANTO TOMAS","AMAZONAS","LUYA","2019",NA,1,1,NA,NA,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2020",3,5,8,NA,0,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2021",NA,5,4,NA,NA,0,0,NA
"SANTO TOMAS","AMAZONAS","LUYA","2022",3,12,14,NA,0,0,0,NA
"TINGO","AMAZONAS","LUYA","2011",3,3,NA,NA,0,0,NA,NA
"TINGO","AMAZONAS","LUYA","2012",NA,1,1,NA,NA,0,0,NA
"TINGO","AMAZONAS","LUYA","2013",5,20,19,NA,0,0,0,NA
"TINGO","AMAZONAS","LUYA","2014",1,38,16,NA,0,0,0,NA
"TINGO","AMAZONAS","LUYA","2015",7,22,9,NA,0,0,0,NA
"TINGO","AMAZONAS","LUYA","2016",3,26,10,NA,0,0,0,NA
"TINGO","AMAZONAS","LUYA","2017",3,21,13,NA,0,0,0,NA
"TINGO","AMAZONAS","LUYA","2018",NA,20,13,NA,NA,0,0,NA
"TINGO","AMAZONAS","LUYA","2021",NA,7,10,NA,NA,0,0,NA
"TINGO","AMAZONAS","LUYA","2022",3,15,11,NA,0,0,0,NA
"TRITA","AMAZONAS","LUYA","2011",NA,0,0,NA,NA,0,0,NA
